,timestamp,server,stratum,delta,poll-freq,id,mac-addr
0,1548780227.5059,radio,1,12,16,b1,
1,1548780232.51699,radio,1,12,16,b1,
2,1548780237.526832,radio,1,8,16,b1,
3,1548780242.535045,radio,1,8,16,b1,
4,1548780247.5458891,radio,1,8,16,b1,
5,1548780252.557609,radio,1,12,16,b1,
6,1548780257.570108,radio,1,13,16,b1,
7,1548780262.5793278,radio,1,13,16,b1,
8,1548780267.5916321,radio,1,13,16,b1,
9,1548780272.603744,radio,1,10,16,b1,
10,1548780277.616115,radio,1,10,16,b1,
11,1548780282.627961,radio,1,10,16,b1,
12,1548780287.6393552,radio,1,4,16,b1,
13,1548780292.651396,radio,1,4,16,b1,
14,1548780297.663326,radio,1,4,16,b1,
15,1548780302.674867,radio,1,8,16,b1,
16,1548780307.687069,radio,1,8,16,b1,
17,1548780312.6983562,radio,1,8,16,b1,
18,1548780317.711621,radio,1,9,16,b1,
19,1548780322.719025,radio,1,9,16,b1,
20,1548780327.730155,radio,1,9,16,b1,
21,1548780332.742645,radio,1,7,16,b1,
22,1548780337.754271,radio,1,7,16,b1,
23,1548780342.7681,radio,1,8,16,b1,
24,1548780347.779553,radio,1,8,16,b1,
25,1548780352.7869651,radio,1,22,16,b1,
26,1548780357.79392,radio,1,22,16,b1,
27,1548780362.8063571,radio,1,22,16,b1,
28,1548780367.817684,radio,1,10,16,b1,
29,1548780372.829257,radio,1,10,16,b1,
30,1548780377.841459,radio,1,10,16,b1,
31,1548780382.850215,radio,1,10,16,b1,
32,1548780387.8592448,radio,1,10,16,b1,
33,1548780392.871618,radio,1,10,16,b1,
34,1548780397.883229,radio,1,4,16,b1,
35,1548780402.895527,radio,1,4,16,b1,
36,1548780407.907149,radio,1,4,16,b1,
37,1548780412.919282,radio,1,6,16,b1,
38,1548780417.931685,radio,1,6,16,b1,
39,1548780422.943841,radio,1,6,16,b1,
40,1548780427.9556642,radio,1,6,16,b1,
41,1548780432.9672382,radio,1,6,16,b1,
42,1548780437.9791038,radio,1,7,16,b1,
43,1548780442.990979,radio,1,7,16,b1,
44,1548780448.003094,radio,1,4,16,b1,
45,1548780453.014342,radio,1,4,16,b1,
46,1548780458.025857,radio,1,4,16,b1,
47,1548780463.037804,radio,1,24,16,b1,
48,1548780468.05125,radio,1,24,16,b1,
49,1548780473.0620039,radio,1,24,16,b1,
50,1548780478.0750551,radio,1,4,16,b1,
51,1548780483.084761,radio,1,4,16,b1,
52,1548780178.935844,radio,1,15,16,b1,
53,1548780183.943227,radio,1,15,16,b1,
54,1548780188.955626,radio,1,10,16,b1,
55,1548780193.968868,radio,1,10,16,b1,
56,1548780198.981408,radio,1,10,16,b1,
57,1548780203.990479,radio,1,10,16,b1,
58,1548780209.003044,radio,1,10,16,b1,
59,1548780214.013691,radio,1,10,16,b1,
60,1548780219.021761,radio,1,10,16,b1,
61,1548780139.067693,radio,1,20,16,b1,
62,1548780144.079605,radio,1,19,16,b1,
63,1548780149.093692,radio,1,19,16,b1,
64,1548780154.102758,radio,1,19,16,b1,
65,1548780159.110028,radio,1,9,16,b1,
66,1548780164.122033,radio,1,9,16,b1,
67,1548780169.13394,radio,1,9,16,b1,
68,1548780174.142969,radio,1,15,16,b1,
69,1548780082.382107,radio,1,7,16,b1,
70,1548780087.394012,radio,1,7,16,b1,
71,1548780092.4048731,radio,1,4,16,b1,
72,1548780097.414865,radio,1,4,16,b1,
73,1548780102.425677,radio,1,4,16,b1,
74,1548780107.433333,radio,1,4,16,b1,
75,1548780112.445977,radio,1,17,16,b1,
76,1548780117.456951,radio,1,17,16,b1,
77,1548780122.469013,radio,1,17,16,b1,
78,1548780127.479738,radio,1,20,16,b1,
79,1548780132.4898891,radio,1,20,16,b1,
80,1548780038.642958,radio,1,14,16,b1,
81,1548780043.65538,radio,1,14,16,b1,
82,1548780048.668187,radio,1,20,16,b1,
83,1548780053.679699,radio,1,20,16,b1,
84,1548780058.691032,radio,1,20,16,b1,
85,1548780063.703917,radio,1,21,16,b1,
86,1548780068.714203,radio,1,21,16,b1,
87,1548780073.7231278,radio,1,21,16,b1,
88,1548780078.734857,radio,1,7,16,b1,
89,1548779997.2003849,radio,1,4,16,b1,
90,1548780002.210695,radio,1,4,16,b1,
91,1548780007.2191222,radio,1,4,16,b1,
92,1548780012.230577,radio,1,4,16,b1,
93,1548780017.2431688,radio,1,12,16,b1,
94,1548780022.254518,radio,1,12,16,b1,
95,1548780027.262734,radio,1,12,16,b1,
96,1548780032.274402,radio,1,14,16,b1,
97,1548779944.844542,radio,1,11,16,b1,
98,1548779949.856266,radio,1,7,16,b1,
99,1548779954.865795,radio,1,7,16,b1,
100,1548779959.877356,radio,1,7,16,b1,
101,1548779964.887141,radio,1,13,16,b1,
102,1548779969.899986,radio,1,13,16,b1,
103,1548779974.910341,radio,1,13,16,b1,
104,1548779979.917131,radio,1,13,16,b1,
105,1548779984.9296,radio,1,13,16,b1,
106,1548779989.940725,radio,1,13,16,b1,
107,1548779994.950543,radio,1,13,16,b1,
108,1548779895.8084528,radio,1,4,16,b1,
109,1548779900.8199131,radio,1,6,16,b1,
110,1548779905.832074,radio,1,6,16,b1,
111,1548779910.843361,radio,1,6,16,b1,
112,1548779915.855041,radio,1,6,16,b1,
113,1548779920.8641381,radio,1,20,16,b1,
114,1548779925.8756359,radio,1,20,16,b1,
115,1548779930.886149,radio,1,21,16,b1,
116,1548779935.8990119,radio,1,11,16,b1,
117,1548779848.531456,radio,1,13,16,b1,
118,1548779853.54353,radio,1,9,16,b1,
119,1548779858.556548,radio,1,9,16,b1,
120,1548779863.567226,radio,1,9,16,b1,
121,1548779868.5805118,radio,1,9,16,b1,
122,1548779873.589604,radio,1,9,16,b1,
123,1548779878.602161,radio,1,9,16,b1,
124,1548779883.614845,radio,1,9,16,b1,
125,1548779888.625653,radio,1,4,16,b1,
126,1548779807.05023,radio,1,27,16,b1,
127,1548779812.062074,radio,1,27,16,b1,
128,1548779817.075324,radio,1,27,16,b1,
129,1548779822.087062,radio,1,8,16,b1,
130,1548779827.098778,radio,1,8,16,b1,
131,1548779832.112768,radio,1,8,16,b1,
132,1548779837.125292,radio,1,13,16,b1,
133,1548779842.13448,radio,1,13,16,b1,
134,1548779759.509327,radio,1,6,16,b1,
135,1548779764.521513,radio,1,6,16,b1,
136,1548779769.533183,radio,1,6,16,b1,
137,1548779774.545217,radio,1,13,16,b1,
138,1548779779.5567741,radio,1,14,16,b1,
139,1548779784.564768,radio,1,14,16,b1,
140,1548779789.576558,radio,1,2,16,b1,
141,1548779794.589396,radio,1,2,16,b1,
142,1548779799.597552,radio,1,2,16,b1,
143,1548779804.606241,radio,1,27,16,b1,
144,1548779716.390478,radio,1,3,16,b1,
145,1548779721.3989391,radio,1,3,16,b1,
146,1548779726.408298,radio,1,5,16,b1,
147,1548779731.420641,radio,1,6,16,b1,
148,1548779736.433337,radio,1,6,16,b1,
149,1548779741.445418,radio,1,7,16,b1,
150,1548779746.4534311,radio,1,7,16,b1,
151,1548779751.462721,radio,1,7,16,b1,
152,1548779756.475251,radio,1,6,16,b1,
153,1548779675.66016,radio,1,12,16,b1,
154,1548779680.668907,radio,1,17,16,b1,
155,1548779685.680123,radio,1,17,16,b1,
156,1548779690.692549,radio,1,17,16,b1,
157,1548779695.703701,radio,1,35,16,b1,
