time,lon,lat,alt,speed,epx,epy,epv,eps
1509562044,-8.594816663,41.178280704,153.902,0.905,9.185,8.613,22.58,18.37
1509562045,-8.594804879,41.17828159,153.79,0.659,9.185,8.613,22.58,18.37
1509562057,-8.59484023,41.178272155,153.469,0.517,7.833,10.937,24.714,21.87
1509562059,-8.594842011,41.178278016,152.725,0.141,7.833,10.937,24.714,21.87
1509562060,-8.594853794,41.178270353,152.179,0.124,7.833,10.937,24.714,21.87
1509562062,-8.594865578,41.178269467,152.291,0.163,7.833,10.937,24.714,21.87
1509562063,-8.594865578,41.17826269,151.633,0.274,7.833,10.937,24.714,21.87
1509562065,-8.594865578,41.17826269,151.633,0.158,7.833,10.937,24.714,21.87
1509562066,-8.594865578,41.17826269,151.633,0.252,7.833,10.937,24.714,21.87
1509562068,-8.594867359,41.178268552,150.888,0.124,7.934,11.026,25.236,22.05
1509562069,-8.594853794,41.178263576,151.52,0.274,7.934,11.026,25.236,22.05
1509562071,-8.594865578,41.17826269,151.633,0.393,7.934,11.026,25.236,22.05
1509562072,-8.594867359,41.178268552,150.888,0.248,7.934,11.026,25.236,22.05
1509562074,-8.594853794,41.178263576,151.52,0.124,7.934,11.026,25.236,22.05
1509562075,-8.594853794,41.178263576,151.52,0.124,7.934,11.026,25.236,22.05
1509562077,-8.594867359,41.178261775,150.23,0.515,7.934,11.026,25.236,22.05
1509562078,-8.594855575,41.178262661,150.118,0.158,7.934,11.026,25.236,22.05
1509562080,-8.594855575,41.178262661,150.118,0.248,7.934,11.026,25.236,22.05
1509562081,-8.594867359,41.178261775,150.23,0.163,7.934,11.026,25.236,22.05
1509562083,-8.594892707,41.178252311,148.394,0.392,7.934,11.026,25.236,22.05
1509562084,-8.594916274,41.178250539,148.619,0.517,7.934,11.026,25.236,22.05
1509562086,-8.594918055,41.178249624,147.216,0.083,7.934,11.026,25.236,22.05
1509562087,-8.594918055,41.178249624,147.216,0.371,7.934,11.026,25.236,22.05
1509562089,-8.594918055,41.178249624,147.216,0.248,7.934,11.026,25.236,22.05
1509562090,-8.594918055,41.178242847,146.558,0.148,7.934,11.026,25.236,22.05
1509562092,-8.594943404,41.178240159,145.38,0.274,9.195,8.762,23.097,18.39
1509562093,-8.594943404,41.178240159,145.38,0.141,9.195,8.762,23.097,18.39
1509562095,-8.59493162,41.178241045,145.268,0.621,9.195,8.762,23.097,18.39
1509562096,-8.594908053,41.178249594,145.701,0.621,9.195,8.762,23.097,18.39
1509562147,-8.594872702,41.178265806,146.681,0.083,7.001,7.47,16.922,14.94
1509562148,-8.594872702,41.178265806,146.681,0.393,7.001,7.47,16.922,14.94
1509562149,-8.594886267,41.178264005,145.391,0.0,7.001,7.47,16.922,14.94
1509562150,-8.594886267,41.178264005,145.391,0.274,7.001,7.47,16.922,14.94
1509562151,-8.59489805,41.178263119,145.503,0.124,7.001,7.47,16.922,14.94
1509562152,-8.594886267,41.178264005,145.391,0.274,7.001,7.47,16.922,14.94
1509562153,-8.594886267,41.178264005,145.391,0.163,7.001,7.47,16.922,14.94
1509562154,-8.59489805,41.178263119,145.503,0.393,7.001,7.47,16.922,14.94
1509562155,-8.594911615,41.178261318,144.213,0.515,7.001,7.47,16.922,14.94
1509562156,-8.594923399,41.178260432,144.325,0.786,7.001,7.47,16.922,14.94
1509562157,-8.594935182,41.178252769,143.779,0.517,7.001,7.47,16.922,14.94
1509562158,-8.594935182,41.178252769,143.779,0.158,7.001,7.47,16.922,14.94
1509562159,-8.594935182,41.178252769,143.779,0.163,7.001,7.47,16.922,14.94
1509562161,-8.594948747,41.178250967,142.489,0.515,7.001,7.47,16.922,14.94
1509562162,-8.59496053,41.178250081,142.602,0.517,7.001,7.47,16.922,14.94
1509562164,-8.594972314,41.178242418,142.056,0.536,7.001,7.47,16.922,14.94
