,client-id,data-rate,data-volume,dst-addr,dst-port,interval-end,interval-start,jitter,pckt-lost,pckt-total,protocol,src-addr,src-port
161,m1,47100000.0,11200000.0,10.10.15.248,60552,1548782514.0,1548782512.0,2.207,2.0,1438.0,udp,10.10.12.1,5204
162,m1,48600000.0,11600000.0,10.10.15.248,60552,1548782516.0,1548782514.0,0.272,1.0,1485.0,udp,10.10.12.1,5204
163,m1,42900000.0,10200000.0,10.10.15.248,60552,1548782518.0,1548782516.0,1.702,1.0,1310.0,udp,10.10.12.1,5204
164,m1,42800000.0,10200000.0,10.10.15.248,60552,1548782520.0,1548782518.0,1.523,250.0,1555.0,udp,10.10.12.1,5204
165,m1,49500000.0,11800000.0,10.10.15.248,60552,1548782522.0,1548782520.0,1.682,3.0,1515.0,udp,10.10.12.1,5204
166,m1,44300000.0,10600000.0,10.10.15.248,60552,1548782524.0,1548782522.0,1.664,3.0,1355.0,udp,10.10.12.1,5204
167,m1,18200000.0,4340000.0,10.10.15.248,60552,1548782526.0,1548782524.0,18.827,529.0,1084.0,udp,10.10.12.1,5204
168,m1,1150000.0,280000.0,10.10.15.248,60552,1548782528.0,1548782526.0,37.052,142.0,177.0,udp,10.10.12.1,5204
169,m1,754000.0,184000.0,10.10.15.248,60552,1548782530.0,1548782528.0,79.291,51.0,74.0,udp,10.10.12.1,5204
170,m1,491000.0,120000.0,10.10.15.248,60552,1548782532.0,1548782530.0,53.299,124.0,139.0,udp,10.10.12.1,5204
171,m1,0.0,0.0,10.10.15.248,60552,1548782534.0,1548782532.0,53.299,0.0,0.0,udp,10.10.12.1,5204
172,m1,32800.0,8000.0,10.10.15.248,60552,1548782536.0,1548782534.0,56.564,2696.0,2697.0,udp,10.10.12.1,5204
173,m1,0.0,0.0,10.10.15.248,60552,1548782538.0,1548782536.0,56.564,0.0,0.0,udp,10.10.12.1,5204
174,m1,32800.0,8000.0,10.10.15.248,60552,1548782540.0,1548782538.0,59.702,4207.0,4208.0,udp,10.10.12.1,5204
175,m1,295000.0,72000.0,10.10.15.248,60552,1548782542.0,1548782540.0,127.728,78.0,87.0,udp,10.10.12.1,5204
176,m1,98200.0,24000.0,10.10.15.248,60552,1548782544.0,1548782542.0,147.746,127.0,130.0,udp,10.10.12.1,5204
177,m1,98200.0,24000.0,10.10.15.248,60552,1548782544.0,1548782542.0,147.746,127.0,130.0,udp,10.10.12.1,5204
178,m1,42100000.0,10000000.0,10.10.15.248,47939,1548782548.0,1548782546.0,1.075,152.0,1437.0,udp,10.10.12.1,5204
179,m1,23000000.0,5490000.0,10.10.15.248,47939,1548782550.0,1548782548.0,2.132,673.0,1376.0,udp,10.10.12.1,5204
180,m1,47300000.0,11300000.0,10.10.15.248,47939,1548782552.0,1548782550.0,1.34,135.0,1579.0,udp,10.10.12.1,5204
181,m1,49200000.0,11700000.0,10.10.15.248,47939,1548782554.0,1548782552.0,0.727,1.0,1503.0,udp,10.10.12.1,5204
