gpstime,lat,lon,speed,alt,ap1Dist,ap1DeltaX,ap1DeltaY,ap2Dist,ap2DeltaX,ap2DeltaY,ap3Dist,ap3DeltaX,ap3DeltaY,ap4Dist,ap4DeltaX,ap4DeltaY
1548779032,41.178450233,-8.595103533,0.0,123.8,22.68681221906377,21.966457035622334,-5.671570611876306,22.68681221906377,21.966457035622334,-5.671570611876306,76.61510069863373,76.03165854623907,-9.437717229547047,76.61510069863373,76.03165854623907,-9.437717229547047
1548779034,41.178450299999994,-8.5951036,0.0,123.8,22.679981423709354,21.960849631559118,-5.665963230726365,22.679981423709354,21.960849631559118,-5.665963230726365,76.60884540770242,76.02605108687102,-9.432109848397115,76.60884540770242,76.02605108687102,-9.432109848397115
1548779034,41.178450299999994,-8.5951036,0.0,123.8,22.679981423709354,21.960849631559118,-5.665963230726365,22.679981423709354,21.960849631559118,-5.665963230726365,76.60884540770242,76.02605108687102,-9.432109848397115,76.60884540770242,76.02605108687102,-9.432109848397115
1548779036,41.178450283000004,-8.595103617000001,0.0,123.8,22.678959277341303,21.95942686868159,-5.667385998411625,22.678959277341303,21.95942686868159,-5.667385998411625,76.60760866305178,76.02462833802606,-9.433532616082372,76.60760866305178,76.02462833802606,-9.433532616082372
1548779036,41.178450283000004,-8.595103617000001,0.0,123.8,22.678959277341303,21.95942686868159,-5.667385998411625,22.678959277341303,21.95942686868159,-5.667385998411625,76.60760866305178,76.02462833802606,-9.433532616082372,76.60760866305178,76.02462833802606,-9.433532616082372
1548779038,41.17845025,-8.595103632999999,0.0,123.8,22.678353066965183,21.958087803733907,-5.6701478435952914,22.678353066965183,21.958087803733907,-5.6701478435952914,76.60661994994727,76.02328930031817,-9.436294461266034,76.60661994994727,76.02328930031817,-9.436294461266034
1548779038,41.17845025,-8.595103632999999,0.0,123.8,22.678353066965183,21.958087803733907,-5.6701478435952914,22.678353066965183,21.958087803733907,-5.6701478435952914,76.60661994994727,76.02328930031817,-9.436294461266034,76.60661994994727,76.02328930031817,-9.436294461266034
1548779039,41.17845025,-8.595103632999999,0.0,123.8,22.678353066965183,21.958087803733907,-5.6701478435952914,22.678353066965183,21.958087803733907,-5.6701478435952914,76.60661994994727,76.02328930031817,-9.436294461266034,76.60661994994727,76.02328930031817,-9.436294461266034
1548779040,41.178450167,-8.5951036,0.0,123.8,22.682764794669453,21.96084967615264,-5.677094301059904,22.682764794669453,21.96084967615264,-5.677094301059904,76.61021674225267,76.02605124124892,-9.44324091873064,76.61021674225267,76.02605124124892,-9.44324091873064
1548779041,41.178450133000005,-8.595103583,0.0,123.8,22.684854599565742,21.962272455984532,-5.679939837625911,22.684854599565742,21.962272455984532,-5.679939837625911,76.61197947547151,76.02747404914594,-9.44608645529664,76.61197947547151,76.02747404914594,-9.44608645529664
1548779042,41.17845005,-8.595103517,0.0,123.8,22.691942265840375,21.967796173160295,-5.686886295697605,22.691942265840375,21.967796173160295,-5.686886295697605,76.61831779525998,76.03299783483371,-9.453032913368324,76.61831779525998,76.03299783483371,-9.453032913368324
1548779044,41.178449967,-8.595103482999999,0.0,123.8,22.696438672564003,21.970641738018106,-5.693832753778102,22.696438672564003,21.970641738018106,-5.693832753778102,76.62199895799671,76.03584346820355,-9.45997937144881,76.62199895799671,76.03584346820355,-9.45997937144881
1548779044,41.178449967,-8.595103482999999,0.0,123.8,22.696438672564003,21.970641738018106,-5.693832753778102,22.696438672564003,21.970641738018106,-5.693832753778102,76.62199895799671,76.03584346820355,-9.45997937144881,76.62199895799671,76.03584346820355,-9.45997937144881
1548779045,41.178449933,-8.59510345,0.0,123.7,22.69982615092359,21.97340359402609,-5.696678290352795,22.69982615092359,21.97340359402609,-5.696678290352795,76.62509104805592,76.03860535227668,-9.462824908023501,76.62509104805592,76.03860535227668,-9.462824908023501
1548779047,41.178449883,-8.595103417,0.0,123.7,22.703550024375645,21.976165455405326,-5.700862903839837,22.703550024375645,21.976165455405326,-5.700862903839837,76.6283486518126,76.0413672549282,-9.467009521510537,76.6283486518126,76.0413672549282,-9.467009521510537
1548779048,41.178449867,-8.5951034,0.0,123.7,22.705263472516286,21.977588229360194,-5.702201980156365,22.705263472516286,21.977588229360194,-5.702201980156365,76.62992597277932,76.0427900420902,-9.468348597827061,76.62992597277932,76.0427900420902,-9.468348597827061
1548779049,41.17844985,-8.59510335,0.0,123.7,22.709671289007197,21.981772848109202,-5.7036247484457,22.709671289007197,21.981772848109202,-5.7036247484457,76.63425432771591,76.04697467487175,-9.469771366116392,76.63425432771591,76.04697467487175,-9.469771366116392
1548779050,41.178449833,-8.595103332999999,0.0,123.7,22.71140581268107,21.98319562240178,-5.705047516735404,22.71140581268107,21.98319562240178,-5.705047516735404,76.63584202326624,76.04839746319688,-9.471194134406096,76.63584202326624,76.04839746319688,-9.471194134406096
