systime,senderId,receiverId,channelFreq,channelBw,isDataReceived,rssiMean,dataRateMean,nBytesReceived
1548779604,ap3,w3,2462,20,1,-68.500000,36.611100,185
1548779604,ap2,m1,5190,40,1,-61.821079,132.948388,3922096
1548779604,ap4,w1,5230,40,1,-58.347012,65.943844,3985992
1548779604,ap1,w2,2437,20,1,-59.487903,13.872536,1510310
1548779605,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779605,ap2,m1,5190,40,1,-60.562295,84.581715,4799127
1548779605,ap4,w1,5230,40,1,-57.718761,70.135050,4124653
1548779605,ap1,w2,2437,20,1,-57.756388,8.497348,1452214
1548779606,ap3,w3,2462,20,1,-61.338710,27.675619,7741
1548779606,ap2,m1,5190,40,1,-60.472066,77.599339,4354266
1548779606,ap4,w1,5230,40,1,-56.228720,65.485379,4983442
1548779606,ap1,w2,2437,20,1,-61.212121,18.357061,2147767
1548779607,ap3,w3,2462,20,1,-61.829787,9.254727,735704
1548779607,ap2,m1,5190,40,1,-60.781303,83.249575,5084336
1548779607,ap4,w1,5230,40,1,-57.407582,76.193212,4879604
1548779607,ap1,w2,2437,20,1,-60.756614,17.696354,1705199
1548779608,ap3,w3,2462,20,1,-59.550265,8.398296,1037763
1548779608,ap2,m1,5190,40,1,-62.153748,92.327192,4529408
1548779608,ap4,w1,5230,40,1,-66.180437,26.377493,1509916
1548779608,ap1,w2,2437,20,1,-63.227723,15.726898,1469167
1548779609,ap3,w3,2462,20,1,-49.990964,18.314088,1957629
1548779609,ap2,m1,5190,40,1,-60.457064,117.161230,7304456
1548779609,ap4,w1,5230,40,1,-58.140598,87.512177,5813464
1548779609,ap1,w2,2437,20,1,-63.553746,11.266557,817217
1548779610,ap3,w3,2462,20,1,-48.984064,20.164671,1754921
1548779610,ap2,m1,5190,40,1,-62.650894,101.487594,2429850
1548779610,ap4,w1,5230,40,1,-57.233126,89.394720,6942511
1548779610,ap1,w2,2437,20,1,-64.976440,11.034613,925358
1548779611,ap3,w3,2462,20,1,-52.230570,23.449622,1604985
1548779611,ap2,m1,5190,40,1,-61.529962,88.965576,3344649
1548779611,ap4,w1,5230,40,1,-58.048000,74.678571,5046884
1548779611,ap1,w2,2437,20,1,-58.516807,16.373592,1333029
1548779612,ap3,w3,2462,20,1,-45.924658,26.586373,2598314
1548779612,ap2,m1,5190,40,1,-63.226582,57.248734,2252239
1548779612,ap4,w1,5230,40,1,-58.090244,68.283841,4760150
1548779612,ap1,w2,2437,20,1,-60.955112,13.018564,1081194
1548779613,ap3,w3,2462,20,1,-51.070946,22.589151,2378289
1548779613,ap2,m1,5190,40,1,-66.605146,45.339397,1588857
1548779613,ap4,w1,5230,40,1,-58.670013,106.605082,6856383
1548779613,ap1,w2,2437,20,1,-71.700326,4.587766,417385
1548779614,ap3,w3,2462,20,1,-64.779592,11.369162,1439069
1548779614,ap2,m1,5190,40,1,-72.866171,19.682776,1003929
1548779614,ap4,w1,5230,40,1,-62.953649,88.261711,5791642
1548779614,ap1,w2,2437,20,1,-80.139394,2.203534,150066
1548779615,ap3,w3,2462,20,1,-69.919598,8.217197,664259
1548779615,ap2,m1,5190,40,1,-77.047869,7.488197,459218
1548779615,ap4,w1,5230,40,1,-68.424320,54.491478,4494886
1548779615,ap1,w2,2437,20,1,-83.243848,1.083271,32950
1548779616,ap3,w3,2462,20,1,-70.605263,10.278752,801539
1548779616,ap2,m1,5190,40,1,-78.948097,9.091696,299939
1548779616,ap4,w1,5230,40,1,-69.438679,68.506486,1979456
1548779616,ap1,w2,2437,20,0,-83.520384,1.000000,23384
1548779617,ap3,w3,2462,20,1,-75.154930,3.706417,436433
1548779617,ap2,m1,5190,40,1,-80.256410,6.253846,148405
1548779617,ap4,w1,5230,40,1,-76.904854,25.950485,723127
1548779617,ap1,w2,2437,20,0,-87.261538,1.000000,10924
1548779618,ap3,w3,2462,20,1,-79.069486,8.950991,792657
1548779618,ap2,m1,5190,40,1,-81.601064,6.082447,103982
1548779618,ap4,w1,5230,40,1,-77.968692,23.687845,1496294
1548779618,ap1,w2,2437,20,0,-89.124352,1.000000,21732
1548779619,ap3,w3,2462,20,1,-78.432234,7.749288,545720
1548779619,ap2,m1,5190,40,1,-81.023952,6.056138,128667
1548779619,ap4,w1,5230,40,1,-76.498876,31.983895,1903673
1548779619,ap1,w2,2437,20,1,-86.191489,1.000000,26898
1548779620,ap3,w3,2462,20,1,-72.539084,10.664573,697849
1548779620,ap2,m1,5190,40,1,-79.324138,6.079310,116311
1548779620,ap4,w1,5230,40,1,-71.034816,50.302224,3001847
1548779620,ap1,w2,2437,20,1,-83.700980,1.112745,36362
1548779621,ap3,w3,2462,20,1,-68.807018,5.704353,491093
1548779621,ap2,m1,5190,40,1,-75.587549,6.387160,288301
1548779621,ap4,w1,5230,40,1,-70.463097,34.004703,1983056
1548779621,ap1,w2,2437,20,0,-86.000000,1.000000,174
1548779622,ap3,w3,2462,20,1,-63.336283,21.442149,2365723
1548779622,ap2,m1,5190,40,1,-69.680328,6.413934,306702
1548779622,ap4,w1,5230,40,0,-100.000000,0.000000,0
1548779622,ap1,w2,2437,20,0,-80.000000,1.000000,264
1548779623,ap3,w3,2462,20,1,-62.172757,20.108158,1971513
1548779623,ap2,m1,5190,40,1,-65.670213,6.002660,7965
1548779623,ap4,w1,5230,40,1,-58.770213,141.002660,3997288
1548779623,ap1,w2,2437,20,1,-74.096154,2.057692,4460
1548779624,ap3,w3,2462,20,1,-62.161616,19.272912,2264007
1548779624,ap2,m1,5190,40,1,-61.877049,6.448770,337319
1548779624,ap4,w1,5230,40,1,-58.171212,86.308712,5681586
1548779624,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779625,ap3,w3,2462,20,1,-59.080537,11.647649,2435396
1548779625,ap2,m1,5190,40,1,-60.581132,6.483019,392946
1548779625,ap4,w1,5230,40,1,-58.614991,81.296239,5634491
1548779625,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779626,ap3,w3,2462,20,1,-58.861878,7.072131,1275605
1548779626,ap2,m1,5190,40,1,-64.764706,6.327731,245368
1548779626,ap4,w1,5230,40,1,-58.057712,66.806307,5639114
1548779626,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779627,ap3,w3,2462,20,1,-59.643192,12.447311,1675924
1548779627,ap2,m1,5190,40,1,-68.435556,6.111852,253858
1548779627,ap4,w1,5230,40,1,-59.910507,53.805104,4340807
1548779627,ap1,w2,2437,20,1,-74.294118,6.078429,4009
1548779628,ap3,w3,2462,20,1,-58.621469,17.241680,1633038
1548779628,ap2,m1,5190,40,1,-69.665192,6.073378,349707
1548779628,ap4,w1,5230,40,1,-65.499230,31.372881,1851853
1548779628,ap1,w2,2437,20,1,-71.834416,12.111284,319470
1548779629,ap3,w3,2462,20,1,-54.421978,21.754701,1766895
1548779629,ap2,m1,5190,40,1,-65.041199,6.295880,247360
1548779629,ap4,w1,5230,40,1,-56.991029,94.045680,6147666
1548779629,ap1,w2,2437,20,1,-72.020339,5.096042,291094
1548779630,ap3,w3,2462,20,1,-54.335593,20.242938,1545602
1548779630,ap2,m1,5190,40,1,-64.083019,6.266038,223527
1548779630,ap4,w1,5230,40,1,-55.396775,123.245969,7293099
1548779630,ap1,w2,2437,20,1,-69.629630,2.946296,329651
1548779631,ap3,w3,2462,20,1,-53.355491,22.367372,1891809
1548779631,ap2,m1,5190,40,1,-66.459330,6.112440,78629
1548779631,ap4,w1,5230,40,1,-55.149508,191.177466,5871286
1548779631,ap1,w2,2437,20,1,-66.894737,6.324044,504408
1548779632,ap3,w3,2462,20,1,-53.011429,24.947139,2225686
1548779632,ap2,m1,5190,40,1,-65.422222,6.115556,86762
1548779632,ap4,w1,5230,40,1,-56.561719,170.212673,6495175
1548779632,ap1,w2,2437,20,1,-64.811634,7.993225,587238
1548779633,ap3,w3,2462,20,1,-55.548589,22.205502,2018463
1548779633,ap2,m1,5190,40,1,-64.084507,6.124413,87867
1548779633,ap4,w1,5230,40,1,-58.159330,222.879545,5932354
1548779633,ap1,w2,2437,20,1,-63.377778,6.753083,593374
1548779634,ap3,w3,2462,20,1,-60.812500,20.573313,1570272
1548779634,ap2,m1,5190,40,1,-60.484018,6.125571,89761
1548779634,ap4,w1,5230,40,1,-58.650863,187.594822,6839049
1548779634,ap1,w2,2437,20,1,-61.459215,5.884189,657085
1548779635,ap3,w3,2462,20,1,-62.637931,20.357918,1604148
1548779635,ap2,m1,5190,40,1,-54.820084,6.408996,599411
1548779635,ap4,w1,5230,40,1,-58.870333,112.482236,7130807
1548779635,ap1,w2,2437,20,1,-59.887850,4.606784,543228
1548779636,ap3,w3,2462,20,1,-61.860058,16.926142,1244955
1548779636,ap2,m1,5190,40,1,-56.981432,6.466844,532470
1548779636,ap4,w1,5230,40,1,-58.820144,93.672437,6395779
1548779636,ap1,w2,2437,20,1,-57.430493,4.962382,742166
1548779637,ap3,w3,2462,20,1,-64.385802,15.942900,1136034
1548779637,ap2,m1,5190,40,1,-53.352167,76.992260,3805029
1548779637,ap4,w1,5230,40,1,-59.598039,86.748621,4639553
1548779637,ap1,w2,2437,20,1,-54.627397,13.173365,1365802
1548779638,ap3,w3,2462,20,1,-61.254854,17.740423,1289975
1548779638,ap2,m1,5190,40,1,-58.587524,73.643100,3801249
1548779638,ap4,w1,5230,40,1,-62.784450,60.332332,4526177
1548779638,ap1,w2,2437,20,1,-56.429688,13.641638,1257360
1548779639,ap3,w3,2462,20,1,-61.253333,17.310815,1348678
1548779639,ap2,m1,5190,40,1,-62.483070,51.661964,2610173
1548779639,ap4,w1,5230,40,1,-60.856078,88.493788,6935857
1548779639,ap1,w2,2437,20,1,-54.758410,12.562692,1306500
1548779640,ap3,w3,2462,20,1,-62.488439,16.579963,1370257
1548779640,ap2,m1,5190,40,1,-56.874628,102.670466,5823494
1548779640,ap4,w1,5230,40,1,-59.610789,84.003781,5666883
1548779640,ap1,w2,2437,20,1,-45.701299,27.183255,2257650
1548779641,ap3,w3,2462,20,1,-64.630058,15.171804,991732
1548779641,ap2,m1,5190,40,1,-55.241399,153.216235,5028744
1548779641,ap4,w1,5230,40,1,-62.893746,65.278689,2338172
1548779641,ap1,w2,2437,20,1,-44.893661,31.392634,3028788
1548779642,ap3,w3,2462,20,1,-61.578182,11.195151,667624
1548779642,ap2,m1,5190,40,1,-55.715360,182.635430,5687919
1548779642,ap4,w1,5230,40,1,-62.745151,56.596076,3182756
1548779642,ap1,w2,2437,20,1,-46.476684,23.918536,2408755
1548779643,ap3,w3,2462,20,1,-59.933535,10.891238,567003
1548779643,ap2,m1,5190,40,1,-58.433866,176.115999,4704356
1548779643,ap4,w1,5230,40,1,-66.240037,47.945783,3091960
1548779643,ap1,w2,2437,20,1,-48.905149,23.135501,2019591
1548779644,ap3,w3,2462,20,1,-60.039604,11.712869,670250
1548779644,ap2,m1,5190,40,1,-60.154782,132.576285,5167619
1548779644,ap4,w1,5230,40,1,-68.489362,8.654568,513760
1548779644,ap1,w2,2437,20,1,-48.199179,25.204544,2366267
1548779645,ap3,w3,2462,20,1,-60.201613,10.288825,719787
1548779645,ap2,m1,5190,40,1,-59.778259,148.448029,3236505
1548779645,ap4,w1,5230,40,1,-70.052061,6.145336,208227
1548779645,ap1,w2,2437,20,1,-53.753425,15.035005,1575753
1548779646,ap3,w3,2462,20,1,-63.167539,12.307009,743356
1548779646,ap2,m1,5190,40,1,-60.867937,106.159001,4336982
1548779646,ap4,w1,5230,40,1,-67.055556,6.398810,297969
1548779646,ap1,w2,2437,20,1,-53.937947,16.222485,1675472
1548779647,ap3,w3,2462,20,1,-63.391304,10.260062,626893
1548779647,ap2,m1,5190,40,1,-62.469293,144.866165,2385306
1548779647,ap4,w1,5230,40,1,-69.222222,6.299145,169110
1548779647,ap1,w2,2437,20,1,-55.430804,20.431909,1634948
1548779648,ap3,w3,2462,20,1,-66.808176,7.170331,577507
1548779648,ap2,m1,5190,40,1,-61.060000,154.611538,5538487
1548779648,ap4,w1,5230,40,1,-70.845528,6.260163,191492
1548779648,ap1,w2,2437,20,1,-56.448276,15.626579,1324798
1548779649,ap3,w3,2462,20,1,-64.271903,9.639809,753913
1548779649,ap2,m1,5190,40,1,-59.296947,127.470008,5256242
1548779649,ap4,w1,5230,40,1,-70.641975,6.242798,177544
1548779649,ap1,w2,2437,20,1,-55.546632,16.366431,1400105
1548779650,ap3,w3,2462,20,1,-65.208469,9.937202,829369
1548779650,ap2,m1,5190,40,1,-63.249670,111.790621,4300936
1548779650,ap4,w1,5230,40,1,-72.130612,6.248980,184372
1548779650,ap1,w2,2437,20,1,-56.257669,13.968984,1245048
1548779651,ap3,w3,2462,20,1,-67.198925,15.014777,1370928
1548779651,ap2,m1,5190,40,1,-65.654494,114.369850,3002706
1548779651,ap4,w1,5230,40,1,-74.654867,6.283186,192856
1548779651,ap1,w2,2437,20,1,-62.061497,7.806293,523894
1548779652,ap3,w3,2462,20,1,-69.510791,13.247399,1470722
1548779652,ap2,m1,5190,40,1,-66.545673,91.675962,5930153
1548779652,ap4,w1,5230,40,1,-72.778846,6.165865,105917
1548779652,ap1,w2,2437,20,1,-59.736749,10.295446,773877
1548779653,ap3,w3,2462,20,1,-67.162291,19.108063,1274273
1548779653,ap2,m1,5190,40,1,-64.863433,80.844272,6236194
1548779653,ap4,w1,5230,40,1,-74.330303,22.167424,874176
1548779653,ap1,w2,2437,20,1,-61.150463,14.772117,884397
1548779654,ap3,w3,2462,20,1,-69.876751,7.307501,457649
1548779654,ap2,m1,5190,40,1,-67.670437,57.982839,5804198
1548779654,ap4,w1,5230,40,1,-76.268088,26.716299,1875046
1548779654,ap1,w2,2437,20,1,-62.801587,11.888007,676023
1548779655,ap3,w3,2462,20,1,-75.094340,5.256604,390615
1548779655,ap2,m1,5190,40,1,-69.827554,86.206498,4569091
1548779655,ap4,w1,5230,40,1,-77.476835,11.272274,877387
1548779655,ap1,w2,2437,20,1,-64.654110,5.160198,350741
1548779656,ap3,w3,2462,20,1,-76.943343,3.926975,469928
1548779656,ap2,m1,5190,40,1,-72.101342,54.802013,4263266
1548779656,ap4,w1,5230,40,1,-76.328652,6.173455,379170
1548779656,ap1,w2,2437,20,1,-67.377778,2.806584,199749
1548779657,ap3,w3,2462,20,1,-77.667883,6.497168,558706
1548779657,ap2,m1,5190,40,1,-73.011900,51.341814,3520901
1548779657,ap4,w1,5230,40,1,-78.493976,6.381024,375021
1548779657,ap1,w2,2437,20,1,-68.304933,4.863976,249274
1548779658,ap3,w3,2462,20,1,-73.168724,6.980346,418246
1548779658,ap2,m1,5190,40,1,-69.624296,63.862963,4865484
1548779658,ap4,w1,5230,40,1,-75.282799,6.424198,437273
1548779658,ap1,w2,2437,20,1,-67.059459,4.858559,97467
1548779659,ap3,w3,2462,20,1,-73.160256,5.331199,312455
1548779659,ap2,m1,5190,40,1,-71.382517,56.477273,4104063
1548779659,ap4,w1,5230,40,1,-77.921311,6.411475,377861
1548779659,ap1,w2,2437,20,1,-67.748538,4.478400,216433
1548779660,ap3,w3,2462,20,0,-86.032258,1.000000,15668
1548779660,ap2,m1,5190,40,1,-77.993517,29.615073,769952
1548779660,ap4,w1,5230,40,1,-82.811352,6.123539,234062
1548779660,ap1,w2,2437,20,1,-76.484716,1.240175,28249
1548779661,ap3,w3,2462,20,0,-90.937500,1.000000,896
1548779661,ap2,m1,5190,40,1,-82.355180,6.160677,227838
1548779661,ap4,w1,5230,40,0,-85.085714,6.000000,3990
1548779661,ap1,w2,2437,20,0,-84.094828,1.000000,13024
1548779662,ap3,w3,2462,20,0,-89.857143,1.000000,392
1548779662,ap2,m1,5190,40,1,-82.510949,6.135036,59179
1548779662,ap4,w1,5230,40,0,-100.000000,0.000000,0
1548779662,ap1,w2,2437,20,0,-86.500000,1.000000,3032
1548779663,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779663,ap2,m1,5190,40,0,-100.000000,0.000000,0
1548779663,ap4,w1,5230,40,0,-100.000000,0.000000,0
1548779663,ap1,w2,2437,20,0,-88.294118,1.000000,8592
1548779664,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779664,ap2,m1,5190,40,0,-82.857143,6.000000,266
1548779664,ap4,w1,5230,40,0,-100.000000,0.000000,0
1548779664,ap1,w2,2437,20,0,-85.638298,1.000000,2636
1548779665,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779665,ap2,m1,5190,40,1,-79.500000,8.362069,38006
1548779665,ap4,w1,5230,40,0,-100.000000,0.000000,0
1548779665,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779666,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779666,ap2,m1,5190,40,1,-76.422961,29.972810,417306
1548779666,ap4,w1,5230,40,0,-100.000000,0.000000,0
1548779666,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779667,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779667,ap2,m1,5190,40,1,-79.319588,12.398625,351939
1548779667,ap4,w1,5230,40,0,-100.000000,0.000000,0
1548779667,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779668,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779668,ap2,m1,5190,40,1,-77.741228,11.094298,547763
1548779668,ap4,w1,5230,40,0,-100.000000,0.000000,0
1548779668,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779669,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779669,ap2,m1,5190,40,1,-76.651982,14.564978,574537
1548779669,ap4,w1,5230,40,1,-77.047619,9.142857,3952
1548779669,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779670,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779670,ap2,m1,5190,40,1,-76.749280,6.355908,384765
1548779670,ap4,w1,5230,40,1,-77.343066,8.125304,378069
1548779670,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779671,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779671,ap2,m1,5190,40,1,-76.406557,6.429508,393912
1548779671,ap4,w1,5230,40,1,-78.025316,6.317722,368717
1548779671,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779672,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779672,ap2,m1,5190,40,1,-77.072340,6.263830,194562
1548779672,ap4,w1,5230,40,1,-76.402089,6.382507,429439
1548779672,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779673,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779673,ap2,m1,5190,40,1,-74.334545,6.381818,323320
1548779673,ap4,w1,5230,40,1,-75.205970,6.352239,351306
1548779673,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779674,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779674,ap2,m1,5190,40,1,-72.843750,6.291667,176200
1548779674,ap4,w1,5230,40,1,-73.979661,6.289831,256545
1548779674,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779675,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779675,ap2,m1,5190,40,1,-71.183168,6.100248,276219
1548779675,ap4,w1,5230,40,1,-75.895652,6.239130,161538
1548779675,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779676,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779676,ap2,m1,5190,40,1,-72.463768,6.061022,292206
1548779676,ap4,w1,5230,40,1,-74.482540,6.392063,299202
1548779676,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779677,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779677,ap2,m1,5190,40,1,-70.498584,6.392351,431279
1548779677,ap4,w1,5230,40,1,-74.855124,6.289753,239354
1548779677,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779678,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779678,ap2,m1,5190,40,1,-70.276596,6.342199,303141
1548779678,ap4,w1,5230,40,1,-71.083333,6.366071,354310
1548779678,ap1,w2,2437,20,0,-100.000000,0.000000,0
1548779679,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779679,ap2,m1,5190,40,1,-68.798354,6.314815,240975
1548779679,ap4,w1,5230,40,1,-68.583153,6.274298,393792
1548779679,ap1,w2,2437,20,1,-63.950000,7.563890,23646
1548779680,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779680,ap2,m1,5190,40,1,-65.392739,6.377888,336747
1548779680,ap4,w1,5230,40,1,-68.884829,6.072280,320967
1548779680,ap1,w2,2437,20,1,-64.321101,3.408766,191097
1548779681,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779681,ap2,m1,5190,40,1,-63.466667,6.426667,374768
1548779681,ap4,w1,5230,40,1,-66.611898,6.381020,421151
1548779681,ap1,w2,2437,20,1,-59.252252,6.672172,585831
1548779682,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779682,ap2,m1,5190,40,1,-62.822581,6.409274,279275
1548779682,ap4,w1,5230,40,1,-62.593103,6.400000,362732
1548779682,ap1,w2,2437,20,1,-58.751938,5.314384,507654
1548779683,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779683,ap2,m1,5190,40,1,-59.481894,6.831476,478465
1548779683,ap4,w1,5230,40,1,-63.053004,6.376325,332939
1548779683,ap1,w2,2437,20,1,-55.137931,7.975098,1021096
1548779684,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779684,ap2,m1,5190,40,1,-58.294378,36.572331,2391227
1548779684,ap4,w1,5230,40,1,-63.637011,6.348754,307670
1548779684,ap1,w2,2437,20,1,-50.471429,15.097618,1294125
1548779685,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779685,ap2,m1,5190,40,1,-58.774427,23.152593,1183625
1548779685,ap4,w1,5230,40,1,-66.929368,6.278810,236620
1548779685,ap1,w2,2437,20,1,-53.403042,5.670891,724620
1548779686,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779686,ap2,m1,5190,40,1,-62.439560,19.574725,596867
1548779686,ap4,w1,5230,40,1,-64.410256,6.149123,359619
1548779686,ap1,w2,2437,20,1,-54.393443,9.207193,684808
1548779687,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779687,ap2,m1,5190,40,1,-57.383477,96.931073,5903520
1548779687,ap4,w1,5230,40,1,-62.193078,6.108379,342909
1548779687,ap1,w2,2437,20,1,-47.478599,20.190008,2465076
1548779688,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779688,ap2,m1,5190,40,1,-57.580134,149.885491,6594416
1548779688,ap4,w1,5230,40,1,-61.052265,6.327526,235410
1548779688,ap1,w2,2437,20,1,-45.768595,22.427910,2372016
1548779689,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779689,ap2,m1,5190,40,1,-57.923503,193.076233,5379067
1548779689,ap4,w1,5230,40,1,-60.877005,8.018717,419001
1548779689,ap1,w2,2437,20,1,-46.729483,23.464193,2675841
1548779690,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779690,ap2,m1,5190,40,1,-58.746071,187.858792,5779732
1548779690,ap4,w1,5230,40,1,-60.765661,33.046404,1210929
1548779690,ap1,w2,2437,20,1,-48.953930,27.852753,2919914
1548779691,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779691,ap2,m1,5190,40,1,-59.945871,136.569057,5127489
1548779691,ap4,w1,5230,40,1,-58.711864,47.237288,14327
1548779691,ap1,w2,2437,20,1,-52.900585,29.385471,2239911
1548779692,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779692,ap2,m1,5190,40,1,-61.705806,121.557097,4406329
1548779692,ap4,w1,5230,40,1,-57.272671,66.016304,4613524
1548779692,ap1,w2,2437,20,1,-60.986877,8.435549,1448800
1548779693,ap3,w3,2462,20,0,-56.750000,1.000000,254
1548779693,ap2,m1,5190,40,1,-61.487637,114.199838,3489728
1548779693,ap4,w1,5230,40,1,-58.165652,54.532887,3530462
1548779693,ap1,w2,2437,20,1,-60.413238,17.257804,1895382
1548779694,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779694,ap2,m1,5190,40,1,-61.177749,81.438070,3263897
1548779694,ap4,w1,5230,40,1,-55.540480,66.067839,5169401
1548779694,ap1,w2,2437,20,1,-60.558140,19.889858,2484665
1548779695,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779695,ap2,m1,5190,40,1,-60.930506,87.508834,4874248
1548779695,ap4,w1,5230,40,1,-58.069759,68.938263,4111726
1548779695,ap1,w2,2437,20,1,-61.742120,18.267430,2400980
1548779696,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779696,ap2,m1,5190,40,1,-61.299053,134.979195,4206423
1548779696,ap4,w1,5230,40,1,-66.257379,26.194215,1190857
1548779696,ap1,w2,2437,20,1,-63.927807,18.164884,1866790
1548779697,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779697,ap2,m1,5190,40,1,-60.701546,128.446198,6704182
1548779697,ap4,w1,5230,40,1,-57.447229,26.808656,1929723
1548779697,ap1,w2,2437,20,1,-63.822300,14.215258,1533078
1548779698,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779698,ap2,m1,5190,40,1,-62.967666,102.369677,3557094
1548779698,ap4,w1,5230,40,1,-57.646044,97.243897,6850533
1548779698,ap1,w2,2437,20,1,-64.208122,17.752395,2171860
1548779699,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779699,ap2,m1,5190,40,1,-61.329371,87.426399,4090641
1548779699,ap4,w1,5230,40,1,-57.693234,80.938117,5946610
1548779699,ap1,w2,2437,20,1,-58.125000,18.786525,2292132
1548779700,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779700,ap2,m1,5190,40,1,-64.427952,58.689880,2921093
1548779700,ap4,w1,5230,40,1,-58.616518,74.446116,4700174
1548779700,ap1,w2,2437,20,1,-62.265672,20.149413,2049717
1548779701,ap3,w3,2462,20,1,-47.625000,15.340275,699
1548779701,ap2,m1,5190,40,1,-67.829559,28.329857,1575709
1548779701,ap4,w1,5230,40,1,-58.551971,96.006912,8405998
1548779701,ap1,w2,2437,20,1,-73.992647,6.492443,549294
1548779702,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779702,ap2,m1,5190,40,1,-74.522270,20.590909,1088934
1548779702,ap4,w1,5230,40,1,-62.716159,88.792974,6086243
1548779702,ap1,w2,2437,20,1,-78.356132,4.277251,447146
1548779703,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779703,ap2,m1,5190,40,1,-77.242321,9.424061,667846
1548779703,ap4,w1,5230,40,1,-69.242816,40.827050,3804426
1548779703,ap1,w2,2437,20,1,-82.230769,1.338578,43632
1548779704,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779704,ap2,m1,5190,40,1,-78.574713,6.475096,283190
1548779704,ap4,w1,5230,40,1,-71.070432,66.031381,4086311
1548779704,ap1,w2,2437,20,1,-83.384025,1.238181,74226
1548779705,ap3,w3,2462,20,1,-73.000000,33.000000,185
1548779705,ap2,m1,5190,40,1,-79.956044,6.179945,185619
1548779705,ap4,w1,5230,40,1,-75.275748,35.600498,2540234
1548779705,ap1,w2,2437,20,0,-87.166667,1.000000,33780
1548779706,ap3,w3,2462,20,0,-79.000000,1.000000,112
1548779706,ap2,m1,5190,40,1,-80.841772,6.224684,214178
1548779706,ap4,w1,5230,40,1,-77.004918,29.775410,1681561
1548779706,ap1,w2,2437,20,1,-88.018041,1.042526,26375
1548779707,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779707,ap2,m1,5190,40,1,-79.533170,6.060197,83555
1548779707,ap4,w1,5230,40,1,-71.637525,45.984283,2932795
1548779707,ap1,w2,2437,20,1,-85.491473,1.059690,47730
1548779708,ap3,w3,2462,20,0,-100.000000,0.000000,0
1548779708,ap2,m1,5190,40,1,-76.583026,6.398524,313954
1548779708,ap4,w1,5230,40,1,-70.029986,49.763744,3154887
