systime,senderId,receiverId,channelFreq,channelBw,rssiMean,dataRateMean,nBytesReceived
1548780026,ap1,w2,2437,20,-100.000000,0.000000,0
1548780027,ap3,w3,2462,20,-100.000000,0.000000,0
1548780027,ap2,m1,5190,40,-100.000000,0.000000,0
1548780027,ap4,w1,5230,40,-100.000000,0.000000,0
1548780027,ap1,w2,2437,20,-100.000000,0.000000,0
1548780028,ap3,w3,2462,20,-100.000000,0.000000,0
1548780028,ap2,m1,5190,40,-100.000000,0.000000,0
1548780028,ap4,w1,5230,40,-100.000000,0.000000,0
1548780028,ap1,w2,2437,20,-100.000000,0.000000,0
1548780029,ap3,w3,2462,20,-100.000000,0.000000,0
1548780029,ap2,m1,5190,40,-100.000000,0.000000,0
1548780029,ap4,w1,5230,40,-100.000000,0.000000,0
1548780029,ap1,w2,2437,20,-100.000000,0.000000,0
1548780030,ap3,w3,2462,20,-100.000000,0.000000,0
1548780030,ap2,m1,5190,40,-100.000000,0.000000,0
1548780030,ap4,w1,5230,40,-100.000000,0.000000,0
1548780030,ap1,w2,2437,20,-100.000000,0.000000,0
1548780031,ap3,w3,2462,20,-100.000000,0.000000,0
1548780031,ap2,m1,5190,40,-100.000000,0.000000,0
1548780031,ap4,w1,5230,40,-100.000000,0.000000,0
1548780031,ap1,w2,2437,20,-100.000000,0.000000,0
1548780032,ap3,w3,2462,20,-100.000000,0.000000,0
1548780032,ap2,m1,5190,40,-100.000000,0.000000,0
1548780032,ap4,w1,5230,40,-79.136882,18.072243,764890
1548780032,ap1,w2,2437,20,-100.000000,0.000000,0
1548780033,ap3,w3,2462,20,-100.000000,0.000000,0
1548780033,ap2,m1,5190,40,-100.000000,0.000000,0
1548780033,ap4,w1,5230,40,-79.969849,10.248744,577410
1548780033,ap1,w2,2437,20,-100.000000,0.000000,0
1548780034,ap3,w3,2462,20,-100.000000,0.000000,0
1548780034,ap2,m1,5190,40,-76.308824,10.871324,196520
1548780034,ap4,w1,5230,40,-77.510917,6.556769,329575
1548780034,ap1,w2,2437,20,-100.000000,0.000000,0
1548780035,ap3,w3,2462,20,-100.000000,0.000000,0
1548780035,ap2,m1,5190,40,-76.462585,6.500000,209545
1548780035,ap4,w1,5230,40,-75.966942,6.500000,350470
1548780035,ap1,w2,2437,20,-100.000000,0.000000,0
1548780036,ap3,w3,2462,20,-100.000000,0.000000,0
1548780036,ap2,m1,5190,40,-74.600000,6.500000,131110
1548780036,ap4,w1,5230,40,-74.166667,6.500000,297500
1548780036,ap1,w2,2437,20,-100.000000,0.000000,0
1548780037,ap3,w3,2462,20,-100.000000,0.000000,0
1548780037,ap2,m1,5190,40,-72.016807,6.500000,172125
1548780037,ap4,w1,5230,40,-74.030303,6.500000,202540
1548780037,ap1,w2,2437,20,-100.000000,0.000000,0
1548780038,ap3,w3,2462,20,-100.000000,0.000000,0
1548780038,ap2,m1,5190,40,-69.621622,6.500000,212460
1548780038,ap4,w1,5230,40,-74.903226,6.500000,48205
1548780038,ap1,w2,2437,20,-100.000000,0.000000,0
1548780039,ap3,w3,2462,20,-100.000000,0.000000,0
1548780039,ap2,m1,5190,40,-72.487179,6.500000,226260
1548780039,ap4,w1,5230,40,-74.168421,6.500000,145685
1548780039,ap1,w2,2437,20,-100.000000,0.000000,0
1548780040,ap3,w3,2462,20,-100.000000,0.000000,0
1548780040,ap2,m1,5190,40,-71.585859,6.500000,286130
1548780040,ap4,w1,5230,40,-74.254237,6.500000,182810
1548780040,ap1,w2,2437,20,-100.000000,0.000000,0
1548780041,ap3,w3,2462,20,-100.000000,0.000000,0
1548780041,ap2,m1,5190,40,-70.314721,6.500000,296815
1548780041,ap4,w1,5230,40,-72.595745,6.500000,219255
1548780041,ap1,w2,2437,20,-100.000000,0.000000,0
1548780042,ap3,w3,2462,20,-100.000000,0.000000,0
1548780042,ap2,m1,5190,40,-70.194595,33.289189,287675
1548780042,ap4,w1,5230,40,-74.444444,6.500000,111280
1548780042,ap1,w2,2437,20,-100.000000,0.000000,0
1548780043,ap3,w3,2462,20,-100.000000,0.000000,0
1548780043,ap2,m1,5190,40,-67.412245,47.183673,702002
1548780043,ap4,w1,5230,40,-70.266453,25.361156,896577
1548780043,ap1,w2,2437,20,-100.000000,0.000000,0
1548780044,ap3,w3,2462,20,-100.000000,0.000000,0
1548780044,ap2,m1,5190,40,-64.770950,6.500000,257265
1548780044,ap4,w1,5230,40,-69.019355,7.145161,225385
1548780044,ap1,w2,2437,20,-100.000000,0.000000,0
1548780045,ap3,w3,2462,20,-100.000000,0.000000,0
1548780045,ap2,m1,5190,40,-63.124424,6.500000,313635
1548780045,ap4,w1,5230,40,-67.340426,6.500000,136650
1548780045,ap1,w2,2437,20,-100.000000,0.000000,0
1548780046,ap3,w3,2462,20,-100.000000,0.000000,0
1548780046,ap2,m1,5190,40,-61.655914,6.500000,267470
1548780046,ap4,w1,5230,40,-63.520000,6.500000,249005
1548780046,ap1,w2,2437,20,-60.125000,62.701094,314023
1548780047,ap3,w3,2462,20,-100.000000,0.000000,0
1548780047,ap2,m1,5190,40,-57.585851,47.997052,2029215
1548780047,ap4,w1,5230,40,-62.761364,6.500000,252600
1548780047,ap1,w2,2437,20,-49.947368,53.138905,1122517
1548780048,ap3,w3,2462,20,-100.000000,0.000000,0
1548780048,ap2,m1,5190,40,-57.799921,48.581922,3718985
1548780048,ap4,w1,5230,40,-63.873684,6.500000,272330
1548780048,ap1,w2,2437,20,-53.285714,57.461779,1190788
1548780049,ap3,w3,2462,20,-100.000000,0.000000,0
1548780049,ap2,m1,5190,40,-60.684906,36.220755,1555820
1548780049,ap4,w1,5230,40,-67.812865,6.500000,248225
1548780049,ap1,w2,2437,20,-55.718750,59.859415,1266045
1548780050,ap3,w3,2462,20,-100.000000,0.000000,0
1548780050,ap2,m1,5190,40,-59.633803,56.298224,2436635
1548780050,ap4,w1,5230,40,-64.147541,6.500000,359020
1548780050,ap1,w2,2437,20,-52.565217,60.288554,1016769
1548780051,ap3,w3,2462,20,-100.000000,0.000000,0
1548780051,ap2,m1,5190,40,-57.069486,103.998954,6217205
1548780051,ap4,w1,5230,40,-60.812155,13.091160,547270
1548780051,ap1,w2,2437,20,-44.827586,63.786661,2490067
1548780052,ap3,w3,2462,20,-100.000000,0.000000,0
1548780052,ap2,m1,5190,40,-57.203435,140.456522,5362130
1548780052,ap4,w1,5230,40,-60.341805,28.862840,1707615
1548780052,ap1,w2,2437,20,-46.520000,59.870353,2144174
1548780053,ap3,w3,2462,20,-100.000000,0.000000,0
1548780053,ap2,m1,5190,40,-57.933833,169.924790,6540370
1548780053,ap4,w1,5230,40,-60.433939,40.089091,1232555
1548780053,ap1,w2,2437,20,-47.673203,57.285147,2874435
1548780054,ap3,w3,2462,20,-100.000000,0.000000,0
1548780054,ap2,m1,5190,40,-59.086437,187.463615,4227125
1548780054,ap4,w1,5230,40,-59.182540,7.198413,372820
1548780054,ap1,w2,2437,20,-50.626016,54.979983,2550354
1548780055,ap3,w3,2462,20,-100.000000,0.000000,0
1548780055,ap2,m1,5190,40,-60.460148,133.743632,5267265
1548780055,ap4,w1,5230,40,-57.938701,43.948831,2841055
1548780055,ap1,w2,2437,20,-56.881579,56.857615,2016724
1548780056,ap3,w3,2462,20,-100.000000,0.000000,0
1548780056,ap2,m1,5190,40,-60.950991,106.013034,4156855
1548780056,ap4,w1,5230,40,-57.078135,62.157845,4592170
1548780056,ap1,w2,2437,20,-60.545455,34.313172,1191219
1548780057,ap3,w3,2462,20,-100.000000,0.000000,0
1548780057,ap2,m1,5190,40,-60.875601,111.886012,2703075
1548780057,ap4,w1,5230,40,-58.468681,63.345063,3945550
1548780057,ap1,w2,2437,20,-60.736842,39.615417,1217565
1548780058,ap3,w3,2462,20,-100.000000,0.000000,0
1548780058,ap2,m1,5190,40,-60.580357,84.608538,5161040
1548780058,ap4,w1,5230,40,-55.248086,74.948698,5706930
1548780058,ap1,w2,2437,20,-61.932432,44.981444,911819
1548780059,ap3,w3,2462,20,-100.000000,0.000000,0
1548780059,ap2,m1,5190,40,-62.594574,106.362095,3823690
1548780059,ap4,w1,5230,40,-59.560687,59.739491,2429875
1548780059,ap1,w2,2437,20,-62.924528,47.820469,1195619
1548780060,ap3,w3,2462,20,-100.000000,0.000000,0
1548780060,ap2,m1,5190,40,-61.458541,118.117354,6365330
1548780060,ap4,w1,5230,40,-63.288410,27.000000,1661355
1548780060,ap1,w2,2437,20,-63.827160,47.919924,878302
1548780061,ap3,w3,2462,20,-100.000000,0.000000,0
1548780061,ap2,m1,5190,40,-61.020408,121.424235,5655640
1548780061,ap4,w1,5230,40,-56.405994,70.240457,4159425
1548780061,ap1,w2,2437,20,-63.862069,45.205688,971815
1548780062,ap3,w3,2462,20,-100.000000,0.000000,0
1548780062,ap2,m1,5190,40,-61.408884,106.945610,4126145
1548780062,ap4,w1,5230,40,-57.294144,88.857079,6438995
1548780062,ap1,w2,2437,20,-60.000000,47.058614,1219165
1548780063,ap3,w3,2462,20,-100.000000,0.000000,0
1548780063,ap2,m1,5190,40,-63.087576,64.435438,3525805
1548780063,ap4,w1,5230,40,-58.683133,59.563867,4136230
1548780063,ap1,w2,2437,20,-60.821138,39.096058,1193394
1548780064,ap3,w3,2462,20,-100.000000,0.000000,0
1548780064,ap2,m1,5190,40,-66.179235,46.180328,2643010
1548780064,ap4,w1,5230,40,-58.626142,95.348990,6801515
1548780064,ap1,w2,2437,20,-68.081395,32.008790,792108
1548780065,ap3,w3,2462,20,-100.000000,0.000000,0
1548780065,ap2,m1,5190,40,-71.824945,29.786105,1342390
1548780065,ap4,w1,5230,40,-61.283525,84.022989,6779070
1548780065,ap1,w2,2437,20,-76.444444,19.461241,293125
1548780066,ap3,w3,2462,20,-100.000000,0.000000,0
1548780066,ap2,m1,5190,40,-77.727273,12.060606,99230
1548780066,ap4,w1,5230,40,-66.716359,67.727344,3671975
1548780066,ap1,w2,2437,20,-100.000000,14.444400,1567
1548780067,ap3,w3,2462,20,-100.000000,0.000000,0
1548780067,ap2,m1,5190,40,-78.131343,10.186567,491005
1548780067,ap4,w1,5230,40,-68.863212,69.308411,5170425
1548780067,ap1,w2,2437,20,-81.250000,10.125000,5619
1548780068,ap3,w3,2462,20,-100.000000,0.000000,0
1548780068,ap2,m1,5190,40,-78.919708,7.069343,198755
1548780068,ap4,w1,5230,40,-73.171109,62.114909,3734175
1548780068,ap1,w2,2437,20,-100.000000,0.000000,0
1548780069,ap3,w3,2462,20,-100.000000,0.000000,0
1548780069,ap2,m1,5190,40,-79.733333,6.500000,65215
1548780069,ap4,w1,5230,40,-75.331568,31.565850,2220405
1548780069,ap1,w2,2437,20,-100.000000,0.000000,0
1548780070,ap3,w3,2462,20,-100.000000,0.000000,0
1548780070,ap2,m1,5190,40,-80.535714,6.500000,82320
1548780070,ap4,w1,5230,40,-76.674729,36.237747,2323225
1548780070,ap1,w2,2437,20,-100.000000,0.000000,0
1548780071,ap3,w3,2462,20,-100.000000,0.000000,0
1548780071,ap2,m1,5190,40,-76.925926,6.500000,159100
1548780071,ap4,w1,5230,40,-69.812706,54.170824,3117375
1548780071,ap1,w2,2437,20,-100.000000,0.000000,0
1548780072,ap3,w3,2462,20,-100.000000,0.000000,0
1548780072,ap2,m1,5190,40,-77.056604,6.500000,153950
1548780072,ap4,w1,5230,40,-69.436515,46.482573,3526550
1548780072,ap1,w2,2437,20,-100.000000,0.000000,0
1548780073,ap3,w3,2462,20,-100.000000,0.000000,0
1548780073,ap2,m1,5190,40,-71.343750,6.500000,383120
1548780073,ap4,w1,5230,40,-61.896850,81.524771,5713840
1548780073,ap1,w2,2437,20,-100.000000,0.000000,0
1548780074,ap3,w3,2462,20,-100.000000,0.000000,0
1548780074,ap2,m1,5190,40,-64.937198,6.500000,321205
1548780074,ap4,w1,5230,40,-58.844192,114.104199,7343560
1548780074,ap1,w2,2437,20,-100.000000,0.000000,0
1548780075,ap3,w3,2462,20,-100.000000,0.000000,0
1548780075,ap2,m1,5190,40,-63.029536,6.500000,366495
1548780075,ap4,w1,5230,40,-58.001913,58.944692,4545515
1548780075,ap1,w2,2437,20,-100.000000,0.000000,0
1548780076,ap3,w3,2462,20,-100.000000,0.000000,0
1548780076,ap2,m1,5190,40,-60.618026,6.500000,361635
1548780076,ap4,w1,5230,40,-58.386307,76.443223,5224675
1548780076,ap1,w2,2437,20,-100.000000,0.000000,0
1548780077,ap3,w3,2462,20,-100.000000,0.000000,0
1548780077,ap2,m1,5190,40,-61.423729,6.500000,274555
1548780077,ap4,w1,5230,40,-58.538550,70.083573,5054300
1548780077,ap1,w2,2437,20,-100.000000,0.000000,0
1548780078,ap3,w3,2462,20,-100.000000,0.000000,0
1548780078,ap2,m1,5190,40,-66.974359,6.500000,60645
1548780078,ap4,w1,5230,40,-57.964529,85.203960,7015235
1548780078,ap1,w2,2437,20,-100.000000,0.000000,0
1548780079,ap3,w3,2462,20,-100.000000,0.000000,0
1548780079,ap2,m1,5190,40,-71.593750,6.500000,197680
1548780079,ap4,w1,5230,40,-61.963079,52.616064,3702670
1548780079,ap1,w2,2437,20,-100.000000,0.000000,0
1548780080,ap3,w3,2462,20,-100.000000,0.000000,0
1548780080,ap2,m1,5190,40,-70.646154,6.500000,202150
1548780080,ap4,w1,5230,40,-63.328753,38.266649,2797900
1548780080,ap1,w2,2437,20,-100.000000,0.000000,0
1548780081,ap3,w3,2462,20,-100.000000,0.000000,0
1548780081,ap2,m1,5190,40,-63.603175,6.500000,195250
1548780081,ap4,w1,5230,40,-55.902004,121.893443,7948070
1548780081,ap1,w2,2437,20,-100.000000,0.000000,0
1548780082,ap3,w3,2462,20,-100.000000,0.000000,0
1548780082,ap2,m1,5190,40,-63.623377,6.500000,239470
1548780082,ap4,w1,5230,40,-56.938875,99.859191,6481865
1548780082,ap1,w2,2437,20,-100.000000,0.000000,0
1548780083,ap3,w3,2462,20,-100.000000,0.000000,0
1548780083,ap2,m1,5190,40,-64.869565,6.500000,35765
1548780083,ap4,w1,5230,40,-55.842618,189.862813,6213420
1548780083,ap1,w2,2437,20,-100.000000,0.000000,0
1548780084,ap3,w3,2462,20,-100.000000,0.000000,0
1548780084,ap2,m1,5190,40,-62.836364,6.500000,85525
1548780084,ap4,w1,5230,40,-57.407314,158.095208,6865570
1548780084,ap1,w2,2437,20,-100.000000,0.000000,0
1548780085,ap3,w3,2462,20,-100.000000,0.000000,0
1548780085,ap2,m1,5190,40,-64.129032,6.500000,46165
1548780085,ap4,w1,5230,40,-57.211310,187.799482,6675275
1548780085,ap1,w2,2437,20,-100.000000,0.000000,0
1548780086,ap3,w3,2462,20,-100.000000,0.000000,0
1548780086,ap2,m1,5190,40,-60.000000,6.500000,72600
1548780086,ap4,w1,5230,40,-57.642001,187.576110,6135475
1548780086,ap1,w2,2437,20,-100.000000,0.000000,0
1548780087,ap3,w3,2462,20,-100.000000,0.000000,0
1548780087,ap2,m1,5190,40,-54.561983,6.500000,364750
1548780087,ap4,w1,5230,40,-58.821392,150.211542,6982785
1548780087,ap1,w2,2437,20,-100.000000,0.000000,0
1548780088,ap3,w3,2462,20,-100.000000,0.000000,0
1548780088,ap2,m1,5190,40,-57.718919,6.500000,283595
1548780088,ap4,w1,5230,40,-58.625121,152.415131,5940900
1548780088,ap1,w2,2437,20,-100.000000,0.000000,0
1548780089,ap3,w3,2462,20,-100.000000,0.000000,0
1548780089,ap2,m1,5190,40,-56.362500,6.500000,486720
1548780089,ap4,w1,5230,40,-59.147881,85.267373,6809200
1548780089,ap1,w2,2437,20,-100.000000,0.000000,0
1548780090,ap3,w3,2462,20,-100.000000,0.000000,0
1548780090,ap2,m1,5190,40,-51.711409,25.318792,451150
1548780090,ap4,w1,5230,40,-60.015084,83.605368,6500620
1548780090,ap1,w2,2437,20,-100.000000,0.000000,0
1548780091,ap3,w3,2462,20,-100.000000,0.000000,0
1548780091,ap2,m1,5190,40,-63.393883,67.170528,1552617
1548780091,ap4,w1,5230,40,-61.270155,77.273625,5414990
1548780091,ap1,w2,2437,20,-100.000000,0.000000,0
1548780092,ap3,w3,2462,20,-100.000000,0.000000,0
1548780092,ap2,m1,5190,40,-63.026501,47.925365,2689555
1548780092,ap4,w1,5230,40,-59.025508,100.243883,8332465
1548780092,ap1,w2,2437,20,-100.000000,0.000000,0
1548780093,ap3,w3,2462,20,-100.000000,0.000000,0
1548780093,ap2,m1,5190,40,-57.503305,88.202974,5684890
1548780093,ap4,w1,5230,40,-62.131280,96.819287,5339770
1548780093,ap1,w2,2437,20,-100.000000,0.000000,0
1548780094,ap3,w3,2462,20,-100.000000,0.000000,0
1548780094,ap2,m1,5190,40,-54.289738,148.255533,6448235
1548780094,ap4,w1,5230,40,-63.658623,83.749823,4060350
1548780094,ap1,w2,2437,20,-100.000000,0.000000,0
1548780095,ap3,w3,2462,20,-100.000000,0.000000,0
1548780095,ap2,m1,5190,40,-56.206743,177.295665,3890945
1548780095,ap4,w1,5230,40,-62.990663,80.489346,6048475
1548780095,ap1,w2,2437,20,-100.000000,0.000000,0
1548780096,ap3,w3,2462,20,-100.000000,0.000000,0
1548780096,ap2,m1,5190,40,-57.319923,211.534483,4505100
1548780096,ap4,w1,5230,40,-63.945861,79.665966,5520335
1548780096,ap1,w2,2437,20,-51.187500,65.158415,447062
1548780097,ap3,w3,2462,20,-100.000000,0.000000,0
1548780097,ap2,m1,5190,40,-58.289299,148.396305,4130135
1548780097,ap4,w1,5230,40,-67.102041,85.372031,4338495
1548780097,ap1,w2,2437,20,-48.925926,61.351859,2783750
1548780098,ap3,w3,2462,20,-100.000000,0.000000,0
1548780098,ap2,m1,5190,40,-59.215575,137.293274,4067155
1548780098,ap4,w1,5230,40,-67.316511,48.757817,2654565
1548780098,ap1,w2,2437,20,-52.147887,65.753095,2708688
1548780099,ap3,w3,2462,20,-100.000000,0.000000,0
1548780099,ap2,m1,5190,40,-60.583581,133.030413,3381765
1548780099,ap4,w1,5230,40,-68.605664,39.276325,2009995
1548780099,ap1,w2,2437,20,-54.021739,61.075743,2086685
1548780100,ap3,w3,2462,20,-100.000000,0.000000,0
1548780100,ap2,m1,5190,40,-60.577101,114.753116,6238500
1548780100,ap4,w1,5230,40,-69.089956,56.835418,3638605
1548780100,ap1,w2,2437,20,-55.696203,54.147788,1315536
1548780101,ap3,w3,2462,20,-100.000000,0.000000,0
1548780101,ap2,m1,5190,40,-63.226550,106.733718,4623475
1548780101,ap4,w1,5230,40,-69.343417,50.721008,2600915
1548780101,ap1,w2,2437,20,-58.765625,38.482336,762233
1548780102,ap3,w3,2462,20,-100.000000,0.000000,0
1548780102,ap2,m1,5190,40,-60.032854,115.286594,4920195
1548780102,ap4,w1,5230,40,-69.607720,70.675463,3700625
1548780102,ap1,w2,2437,20,-57.860759,43.709629,868898
1548780103,ap3,w3,2462,20,-100.000000,0.000000,0
1548780103,ap2,m1,5190,40,-60.964298,112.089775,4153655
1548780103,ap4,w1,5230,40,-72.908492,53.102370,2206325
1548780103,ap1,w2,2437,20,-58.263158,40.884134,1115854
1548780104,ap3,w3,2462,20,-100.000000,0.000000,0
1548780104,ap2,m1,5190,40,-60.043142,148.731471,5215560
1548780104,ap4,w1,5230,40,-74.252912,53.667221,1742630
1548780104,ap1,w2,2437,20,-59.250000,41.495981,1454194
1548780105,ap3,w3,2462,20,-100.000000,0.000000,0
1548780105,ap2,m1,5190,40,-63.773166,95.132737,4016425
1548780105,ap4,w1,5230,40,-73.774545,57.764773,3204760
1548780105,ap1,w2,2437,20,-60.777778,50.603710,833570
1548780106,ap3,w3,2462,20,-100.000000,0.000000,0
1548780106,ap2,m1,5190,40,-65.662705,95.455008,2535525
1548780106,ap4,w1,5230,40,-75.442606,44.104964,2827170
1548780106,ap1,w2,2437,20,-58.951613,39.964724,602497
1548780107,ap3,w3,2462,20,-100.000000,0.000000,0
1548780107,ap2,m1,5190,40,-64.897071,102.490795,5171435
1548780107,ap4,w1,5230,40,-75.681702,27.314043,1719005
1548780107,ap1,w2,2437,20,-61.915789,37.278403,1049748
1548780108,ap3,w3,2462,20,-100.000000,0.000000,0
1548780108,ap2,m1,5190,40,-67.515195,84.882123,6062100
1548780108,ap4,w1,5230,40,-73.684757,47.842850,3120965
1548780108,ap1,w2,2437,20,-62.081967,45.254640,1233712
1548780109,ap3,w3,2462,20,-100.000000,0.000000,0
1548780109,ap2,m1,5190,40,-67.409694,75.161657,5343455
1548780109,ap4,w1,5230,40,-73.888594,38.435279,2758455
1548780109,ap1,w2,2437,20,-60.991597,46.191955,1296324
1548780110,ap3,w3,2462,20,-100.000000,0.000000,0
1548780110,ap2,m1,5190,40,-68.850115,95.546667,6259690
1548780110,ap4,w1,5230,40,-75.834171,44.834171,2910850
1548780110,ap1,w2,2437,20,-62.143939,42.427959,1241588
1548780111,ap3,w3,2462,20,-100.000000,0.000000,0
1548780111,ap2,m1,5190,40,-69.387604,97.611933,3093310
1548780111,ap4,w1,5230,40,-74.556529,43.257888,3338390
1548780111,ap1,w2,2437,20,-64.781250,31.273474,346184
1548780112,ap3,w3,2462,20,-100.000000,0.000000,0
1548780112,ap2,m1,5190,40,-68.481321,96.920070,1647005
1548780112,ap4,w1,5230,40,-77.578667,35.008444,1632415
1548780112,ap1,w2,2437,20,-64.629630,32.680540,367396
1548780113,ap3,w3,2462,20,-100.000000,0.000000,0
1548780113,ap2,m1,5190,40,-66.766612,77.183416,2596375
1548780113,ap4,w1,5230,40,-74.718176,57.556206,4618290
1548780113,ap1,w2,2437,20,-65.885714,20.469991,198029
1548780114,ap3,w3,2462,20,-100.000000,0.000000,0
1548780114,ap2,m1,5190,40,-71.943860,51.882895,3284280
1548780114,ap4,w1,5230,40,-75.220974,37.580792,2715215
1548780114,ap1,w2,2437,20,-65.550000,32.166650,176259
1548780115,ap3,w3,2462,20,-100.000000,0.000000,0
1548780115,ap2,m1,5190,40,-74.793570,44.636633,1710850
1548780115,ap4,w1,5230,40,-79.032468,17.999188,891240
1548780115,ap1,w2,2437,20,-70.466667,12.532659,25429
1548780116,ap3,w3,2462,20,-100.000000,0.000000,0
1548780116,ap2,m1,5190,40,-79.565982,15.228739,501695
1548780116,ap4,w1,5230,40,-83.764706,6.500000,23715
1548780116,ap1,w2,2437,20,-100.000000,0.000000,0
1548780117,ap3,w3,2462,20,-100.000000,0.000000,0
1548780117,ap2,m1,5190,40,-81.195652,6.641304,274560
1548780117,ap4,w1,5230,40,-100.000000,0.000000,0
1548780117,ap1,w2,2437,20,-100.000000,0.000000,0
1548780118,ap3,w3,2462,20,-100.000000,0.000000,0
1548780118,ap2,m1,5190,40,-100.000000,0.000000,0
1548780118,ap4,w1,5230,40,-100.000000,0.000000,0
1548780118,ap1,w2,2437,20,-100.000000,0.000000,0
1548780119,ap3,w3,2462,20,-100.000000,0.000000,0
1548780119,ap2,m1,5190,40,-100.000000,0.000000,0
1548780119,ap4,w1,5230,40,-100.000000,0.000000,0
1548780119,ap1,w2,2437,20,-100.000000,0.000000,0
1548780120,ap3,w3,2462,20,-100.000000,0.000000,0
1548780120,ap2,m1,5190,40,-100.000000,0.000000,0
1548780120,ap4,w1,5230,40,-100.000000,0.000000,0
1548780120,ap1,w2,2437,20,-100.000000,0.000000,0
1548780121,ap3,w3,2462,20,-100.000000,0.000000,0
1548780121,ap2,m1,5190,40,-100.000000,0.000000,0
1548780121,ap4,w1,5230,40,-100.000000,0.000000,0
1548780121,ap1,w2,2437,20,-100.000000,0.000000,0
1548780122,ap3,w3,2462,20,-100.000000,0.000000,0
1548780122,ap2,m1,5190,40,-76.986072,21.828691,525605
1548780122,ap4,w1,5230,40,-100.000000,0.000000,0
1548780122,ap1,w2,2437,20,-100.000000,0.000000,0
1548780123,ap3,w3,2462,20,-100.000000,0.000000,0
1548780123,ap2,m1,5190,40,-77.264151,30.361635,457770
1548780123,ap4,w1,5230,40,-100.000000,0.000000,0
1548780123,ap1,w2,2437,20,-100.000000,0.000000,0
1548780124,ap3,w3,2462,20,-100.000000,0.000000,0
1548780124,ap2,m1,5190,40,-77.458647,13.050752,388470
1548780124,ap4,w1,5230,40,-100.000000,0.000000,0
1548780124,ap1,w2,2437,20,-100.000000,0.000000,0
1548780125,ap3,w3,2462,20,-100.000000,0.000000,0
1548780125,ap2,m1,5190,40,-77.051163,10.048837,310525
1548780125,ap4,w1,5230,40,-76.584906,19.396226,309940
1548780125,ap1,w2,2437,20,-100.000000,0.000000,0
1548780126,ap3,w3,2462,20,-100.000000,0.000000,0
1548780126,ap2,m1,5190,40,-76.777070,6.500000,227815
1548780126,ap4,w1,5230,40,-78.420382,6.500000,227135
1548780126,ap1,w2,2437,20,-100.000000,0.000000,0
1548780127,ap3,w3,2462,20,-100.000000,0.000000,0
1548780127,ap2,m1,5190,40,-74.351852,6.500000,327040
1548780127,ap4,w1,5230,40,-78.294574,6.500000,187675
1548780127,ap1,w2,2437,20,-100.000000,0.000000,0
1548780128,ap3,w3,2462,20,-100.000000,0.000000,0
1548780128,ap2,m1,5190,40,-73.255814,6.500000,378750
1548780128,ap4,w1,5230,40,-81.214286,6.500000,40820
1548780128,ap1,w2,2437,20,-100.000000,0.000000,0
1548780129,ap3,w3,2462,20,-100.000000,0.000000,0
1548780129,ap2,m1,5190,40,-74.423529,6.500000,256190
1548780129,ap4,w1,5230,40,-79.753086,6.500000,117795
1548780129,ap1,w2,2437,20,-100.000000,0.000000,0
1548780130,ap3,w3,2462,20,-100.000000,0.000000,0
1548780130,ap2,m1,5190,40,-74.689655,6.500000,179700
1548780130,ap4,w1,5230,40,-74.080402,6.500000,286325
1548780130,ap1,w2,2437,20,-100.000000,0.000000,0
1548780131,ap3,w3,2462,20,-100.000000,0.000000,0
1548780131,ap2,m1,5190,40,-74.114943,6.500000,135285
1548780131,ap4,w1,5230,40,-76.371681,6.500000,160075
1548780131,ap1,w2,2437,20,-100.000000,0.000000,0
1548780132,ap3,w3,2462,20,-100.000000,0.000000,0
1548780132,ap2,m1,5190,40,-67.656442,6.500000,253465
1548780132,ap4,w1,5230,40,-77.347826,6.500000,62010
1548780132,ap1,w2,2437,20,-100.000000,0.000000,0
1548780133,ap3,w3,2462,20,-100.000000,0.000000,0
1548780133,ap2,m1,5190,40,-68.564103,6.500000,303225
1548780133,ap4,w1,5230,40,-76.000000,6.500000,83390
1548780133,ap1,w2,2437,20,-100.000000,0.000000,0
1548780134,ap3,w3,2462,20,-100.000000,0.000000,0
1548780134,ap2,m1,5190,40,-69.035897,6.500000,302545
1548780134,ap4,w1,5230,40,-75.885057,6.500000,123045
1548780134,ap1,w2,2437,20,-100.000000,0.000000,0
1548780135,ap3,w3,2462,20,-100.000000,0.000000,0
1548780135,ap2,m1,5190,40,-69.459350,19.286585,762340
1548780135,ap4,w1,5230,40,-74.045455,6.500000,126640
1548780135,ap1,w2,2437,20,-100.000000,0.000000,0
1548780136,ap3,w3,2462,20,-100.000000,0.000000,0
1548780136,ap2,m1,5190,40,-69.577465,8.727700,329175
1548780136,ap4,w1,5230,40,-70.717241,6.500000,209835
1548780136,ap1,w2,2437,20,-100.000000,0.000000,0
1548780137,ap3,w3,2462,20,-100.000000,0.000000,0
1548780137,ap2,m1,5190,40,-65.776471,6.500000,262990
1548780137,ap4,w1,5230,40,-66.957895,6.500000,283890
1548780137,ap1,w2,2437,20,-100.000000,0.000000,0
1548780138,ap3,w3,2462,20,-100.000000,0.000000,0
1548780138,ap2,m1,5190,40,-65.287671,6.500000,225670
1548780138,ap4,w1,5230,40,-68.121547,6.500000,281455
1548780138,ap1,w2,2437,20,-100.000000,0.000000,0
1548780139,ap3,w3,2462,20,-100.000000,0.000000,0
1548780139,ap2,m1,5190,40,-64.935961,6.500000,314985
1548780139,ap4,w1,5230,40,-69.160714,6.500000,174160
