timestamp,time,lon,lat,alt,speed,epx,epy,epv,eps
1548779008.19,1548779007,-8.595103317,41.178450283,123.8,0.0,2.906,2.976,4.025,5.95
1548779009.2,1548779008,-8.595103333,41.1784503,123.8,0.0,2.906,2.976,4.025,5.95
1548779010.2,1548779010,-8.595103383,41.178450333,123.8,0.0,2.906,2.976,4.025,5.95
1548779011.21,1548779010,-8.595103383,41.178450333,123.8,0.0,2.906,2.976,4.025,5.95
1548779012.21,1548779011,-8.5951034,41.17845035,123.8,0.0,2.906,2.976,4.025,5.95
1548779013.21,1548779012,-8.59510345,41.178450367,123.8,0.0,2.906,2.976,4.025,5.95
1548779014.21,1548779013,-8.595103483,41.178450367,123.8,0.0,2.906,2.976,4.025,5.95
1548779015.21,1548779015,-8.595103533,41.17845035,123.8,0.0,2.906,2.976,4.025,5.95
1548779016.22,1548779015,-8.595103533,41.17845035,123.8,0.0,2.906,2.976,4.025,5.95
1548779017.22,1548779016,-8.595103533,41.178450333,123.7,0.0,2.906,2.976,4.025,5.95
1548779018.22,1548779017,-8.595103533,41.1784503,123.7,0.0,2.906,2.976,4.025,5.95
1548779019.22,1548779018,-8.595103533,41.178450267,123.7,0.0,2.906,2.976,4.025,5.95
1548779020.22,1548779020,-8.595103533,41.178450217,123.8,0.0,2.906,2.976,4.025,5.95
1548779021.23,1548779020,-8.595103533,41.178450217,123.8,0.0,2.906,2.976,4.025,5.95
1548779022.23,1548779021,-8.595103533,41.1784502,123.8,0.0,2.906,2.976,4.025,5.95
1548779023.23,1548779023,-8.595103533,41.178450167,123.8,0.0,2.906,2.976,4.025,5.95
1548779024.23,1548779023,-8.595103533,41.178450167,123.8,0.0,2.906,2.976,4.025,5.95
1548779025.23,1548779025,-8.5951035,41.178450133,123.8,0.0,2.906,2.976,4.025,5.95
1548779026.24,1548779026,-8.595103483,41.17845015,123.8,0.0,2.906,2.976,4.025,5.95
1548779027.24,1548779027,-8.595103483,41.17845015,123.8,0.0,2.906,2.976,4.025,5.95
1548779028.24,1548779027,-8.595103483,41.17845015,123.8,0.0,2.906,2.976,4.025,5.95
1548779029.24,1548779028,-8.5951035,41.178450167,123.8,0.0,2.906,2.976,4.025,5.95
1548779030.24,1548779029,-8.595103533,41.1784502,123.8,0.0,2.906,2.976,4.025,5.95
1548779031.25,1548779031,-8.595103533,41.178450233,123.8,0.0,2.906,2.976,4.6,5.95
1548779032.25,1548779031,-8.595103533,41.178450233,123.8,0.0,2.906,2.976,4.6,5.95
1548779033.25,1548779032,-8.595103533,41.178450233,123.8,0.0,2.906,2.976,4.6,5.95
1548779034.25,1548779034,-8.5951036,41.1784503,123.8,0.0,2.906,2.976,4.6,5.95
1548779035.25,1548779034,-8.5951036,41.1784503,123.8,0.0,2.906,2.976,4.6,5.95
1548779036.26,1548779036,-8.595103617,41.178450283,123.8,0.0,2.906,2.976,4.6,5.95
1548779037.26,1548779036,-8.595103617,41.178450283,123.8,0.0,2.906,2.976,4.6,5.95
1548779038.26,1548779038,-8.595103633,41.17845025,123.8,0.0,2.906,2.976,4.6,5.95
1548779039.26,1548779038,-8.595103633,41.17845025,123.8,0.0,2.906,2.976,4.6,5.95
1548779040.26,1548779039,-8.595103633,41.17845025,123.8,0.0,2.906,2.976,4.6,5.95
1548779041.26,1548779040,-8.5951036,41.178450167,123.8,0.0,2.906,2.976,4.6,5.95
1548779042.27,1548779041,-8.595103583,41.178450133,123.8,0.0,2.906,2.976,4.6,5.95
1548779043.27,1548779042,-8.595103517,41.17845005,123.8,0.0,2.906,2.976,4.6,5.95
1548779044.27,1548779044,-8.595103483,41.178449967,123.8,0.0,2.906,2.976,4.6,5.95
1548779045.27,1548779044,-8.595103483,41.178449967,123.8,0.0,2.906,2.976,4.6,5.95
1548779046.27,1548779045,-8.59510345,41.178449933,123.7,0.0,2.906,2.976,4.6,5.95
1548779048.28,1548779047,-8.595103417,41.178449883,123.7,0.0,2.906,2.976,4.6,5.95
1548779049.28,1548779048,-8.5951034,41.178449867,123.7,0.0,2.906,2.976,4.6,5.95
1548779050.28,1548779049,-8.59510335,41.17844985,123.7,0.0,2.906,2.976,4.6,5.95
1548779051.28,1548779050,-8.595103333,41.178449833,123.7,0.0,2.906,2.976,4.6,5.95
1548779052.29,1548779052,-8.595103283,41.17844985,123.7,0.0,2.906,2.976,4.025,5.95
1548779053.29,1548779052,-8.595103283,41.17844985,123.7,0.0,2.906,2.976,4.025,5.95
1548779054.29,1548779054,-8.59510325,41.178449883,123.7,0.0,2.906,2.976,4.025,5.95
1548779055.29,1548779054,-8.59510325,41.178449883,123.7,0.0,2.906,2.976,4.025,5.95
